Alias,source_id,source_id_dr2,SpType_a,Spectral Type,Ref,Source,source_#,Teff,Teff_error,2mass_id,2mass_ra,2mass_decl,j_m,j_msigcom,h_m,h_msigcom,k_m,k_msigcom,k_snr,acatalog_identifier_optical_source,blue_mag_opt,visual_or_red_mag_opt,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,pm,pmra,pmra_error,pmdec,pmdec_error,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,phot_variable_flag,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,r_med_geo,r_lo_geo,r_hi_geo,ref_epoch_dr2,ra_dr2,ra_error_dr2,dec_dr2,dec_error_dr2,parallax_dr2,parallax_error_dr2,parallax_over_error_dr2,pmra_dr2,pmra_error_dr2,pmdec_dr2,pmdec_error_dr2,phot_g_mean_mag_dr2,phot_bp_mean_mag_dr2,phot_rp_mean_mag_dr2,bp_rp_dr2,bp_g_dr2,g_rp_dr2,radial_velocity_dr2,radial_velocity_error_dr2,a_g_val_dr2,a_g_percentile_lower_dr2,a_g_percentile_upper_dr2,ruwe_dr2,r_est_dr2,r_lo_dr2,r_hi_dr2,r_len_dr2,A_Ks,A_Ks_sig,A_H,A_J,BCKs,BCKs_sig,DM,DM_sig+,DM_sig-,A_V,A_Ks_u,Ks_0,Ks_0_sig,H_0,J_0,MKs,MKs_sig+,MKs_sig-,Mbol,Mbol_sig+,Mbol_sig-,log(R/R.),R*,log(L/L.),log_Teff,x_kpc,y_kpc,z_kpc,mass_loss,range_mag_bp,range_mag_rp,range_mag_g_fov,pf,pf_error,metallicity,metallicity_error,frequency,frequency_error,amplitude,is_cstar,best_class_name,nss_solution_type,period,period_error,eccentricity,eccentricity_error,center_of_mass_velocity,center_of_mass_velocity_error,flags,mass_ratio,mass_ratio_error,best_class_name_dr2,pf_dr2,pf_error_dr2,metallicity_dr2,metallicity_error_dr2,frequency_dr2,frequency_error_dr2,AAVSO_Type,AAVSO_max_mag,AAVSO_passband_max_mag,AAVSO_min_mag,AAVSO_passband_min_mag,AAVSO_Period,ASASSN-V,ASAS-SN_Vmag,ASAS-SN_Amp,ASAS-SN_Period,ASAS-SN_Type,ASAS-SN_Prob,Variable_details,Variable_Ref,Variable_Ref_#,Variable_Flag,Binary_details,Binary_Ref,Binary_Ref_#,Binary_Flag,B_field,B_field_Ref,B_field_Ref_#,Runaway,Runaway_Ref,Runaway_Ref_#,Cluster/Association Note,Method,Simbad Classification,Region
HD 240254,2013845298214785152 ,2013845298214785152,M1,"M1Iab/Ib, M1   Iab-Ib","Skiff, Dorda 2018","Skiff, Dorda 2018","0, 5",3745.0,170.0,J23181920+6016220,349.58002200000016,60.272778,4.842,0.258,3.824,0.23600000000000002,3.282,0.342,383372.0,T,11.15,9.11,2016.0,349.58000801783606,0.016023042,60.272785037693865,0.015144946999999999,0.3556224159351819,0.019596681,4.6994576,-4.073234158378463,0.020010134,-2.3438570026477024,0.019472661999999998,1.006399,7.799366,9.277305,6.61895,2.6583547999999997,1.4779387,1.1804161,-64.54018,0.20761558,111.6296422062874,-0.5395198641463891,28.34991770183725,56.34733597973635,False,False,0.0,NOT_AVAILABLE,,,,,,,2555.6218,2443.375,2670.6519,2015.5,349.58000917000015,0.030232227063860837,60.27278541802502,0.02816752073188335,0.33538412257641176,0.03847997738297893,8.715809,-3.9658748820417538,0.056411994814576163,-2.2956274878465943,0.04937791313057265,7.799128,9.300479,6.6425633,2.6579156000000004,1.5013508999999998,1.1565647,-64.71801202884231,0.19221333572658264,1.355,0.8723,2.294,1.0104866,2727.4040669656,2462.08574007445,3053.8747302824,1065.0489402223,0.11345255699453355,0.008487759322108266,0.1886765350017786,0.3243263314082861,2.7319195,0.12901300000000002,12.037482920503134,0.097739301024078,0.09537437396115862,1.2331799673318864,0.11345255699453355,3.1685474430054663,0.34210530843339754,4.517673668591714,3.4996736685917136,-8.868935477497669,0.355793497724432,0.3551511132838992,-6.1370159774976685,0.3784618437729032,0.3778579990364013,2.5524995514285624,356.86138069048286,4.374806390999066,3.5734518220354854,-9.036498611384477,2.613853834097379,0.00176327187046197,-5.2915710888678005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perseus Arm,Compilation-based Method,RedSG,Region B
V* V356 Cep,2014003971482395392 ,2014003971482395392,M2,"M2Ib                      , M2I, M2 Iab","Skiff, Dorda 2016","Skiff, Dorda 2016","0, 4",3660.0,170.0,J23133150+6030187,348.38125499999984,60.505210999999996,4.695,0.28600000000000003,3.562,0.20800000000000002,2.917,0.25,555418.0,T,12.59,9.98,2016.0,348.38122611274144,0.023464506,60.50520881112687,0.022071599999999997,0.3625281186730586,0.02995052,4.409717,-3.482612363568225,0.032759856000000004,-2.704998124318569,0.026113499999999998,0.9723094000000001,8.127419,10.148166,6.8211823,3.3269835,2.0207462,1.3062372,-74.52507,0.38459057,111.1608234419746,-0.10931461411789656,27.891522741778754,56.931564348294714,False,False,0.0,VARIABLE,5.5472,5.4657,5.5631,3.7162,3.6521,3.7277,2491.5308,2308.069,2699.33,2015.5,348.38122718063937,0.04988683324136778,60.50520924529585,0.04637485561423496,0.4149456622280834,0.0659299304002967,6.2937374,-3.2465547660719256,0.09762661441442703,-2.7423927655501097,0.08033096061135843,8.144299499999999,10.1925125,6.844042999999999,3.3484697,2.048213,1.3002566999999998,-75.66838541005154,0.6357265032522154,,,,0.95774865,2249.7133398382607,1945.0503798450202,2660.49596958881,1093.79463298406,0.3219967653374682,0.006616450261230475,0.5354946206155721,0.920490753084284,2.796426,0.12901300000000002,11.982331301178494,0.18110561969354366,0.15989456638472624,3.4999648406246537,0.3219967653374682,2.595003234662532,0.2500875395017899,3.774509246915717,2.6415092469157155,-9.387328066515963,0.3087766553653981,0.29683337038382146,-6.590902066515963,0.3346451509698622,0.3236578501170935,2.663218242514371,460.4879207405746,4.556360826606385,3.5634810853944106,-8.99571754818035,2.572405840424808,0.022851416740697773,-5.038123290641346,0.30732206,0.14567631,0.19908614,,,,,,,,,LPV,,,,,,,,,,,,,,,,,,LC,9.8,V, 10.300,V,                   ,J231331.55+603019.3,10.16,0.7,NON PERIODIC,L,1.0,"LPV, L, LC","Gaia DR3, ASAS-SN, AAVSO","II, IV, III",Variable,,,,,,,,,,,,Compilation-based Method,RedSG,Region B
[NBM54] 83,2014120210478612992 ,2014120210478612992,M3,"M3Iab, M3   Iab","Skiff, Dorda 2018","Skiff, Dorda 2018","0, 5",3605.0,170.0,J23162920+6057452,349.121693,60.962582,4.825,0.23199999999999998,3.4,0.266,2.7310000000000003,0.268,706350.0,T,13.63,11.22,2016.0,349.1216971204741,0.02827648,60.96259270957643,0.030008207999999998,0.2650734529671451,0.03498822,4.6276720000000005,-3.96464451230768,0.036182877,-2.3868276004585467,0.03355723,0.96743757,8.678619,11.150466,7.2880406,3.8624252999999995,2.4718466,1.3905787,-62.79346500000001,0.37530053,111.66431410800779,0.18517966036414216,28.95564088586686,56.992029630646456,False,False,0.0,VARIABLE,7.8573,7.6404,7.9064,5.2413,5.0361,5.2863,3241.0034,2884.43,3692.486,2015.5,349.1216982556401,0.06656411987135781,60.962593051210966,0.06164912323081868,0.3432966937203915,0.08182658543490744,4.195417400000001,-3.722994409050623,0.1260237504031553,-2.1210045077210937,0.1042548222142174,8.725493,11.208103999999999,7.344112,3.8639921999999998,2.4826107000000004,1.3813815,-61.730050815936366,0.3874308023348502,,,,0.9539416,2640.25771578156,2142.49244062959,3398.72718787992,1116.34235161165,0.3012717633410932,0.015,0.5010280412085572,0.8612442799859512,2.8381655,0.12901300000000002,12.553397433162385,0.30249336032065405,0.2389041924693461,3.274693079794491,0.3012717633410932,2.4297282366589066,0.26841944787962,3.9637557200140487,2.5387557200140485,-10.123669196503478,0.404414679553155,0.3593385773604476,-7.285503696503477,0.42449450786444937,0.3817964999164221,2.8152902011898,653.5671287767459,4.834201478601392,3.556905269055448,-9.392606603578416,3.5060399945556022,0.04154819265189889,-4.704962963111124,0.46375012,0.2681063,0.23584785,,,,,,,,,LPV,,,,,,,,,,,,,,,,,,LC,10.9,V, 11.390,V,                   ,J231629.17+605745.3,11.15,0.36,853.0906154 ,SR,1.0,"LPV, SR, LC","Gaia DR3, ASAS-SN, AAVSO","II, IV, III",Variable,,,,,,,,,,,Perseus Arm,Compilation-based Method,RedSG,Region A
[NBM54] 82,2014166080730822656 ,2014166080730822656,M1.5,"M1.5Iab, M1.5 Iab","Skiff, Dorda 2018","Skiff, Dorda 2018","0, 5",3710.0,170.0,J23143776+6055168,348.65736400000014,60.921344999999995,5.027,0.037000000000000005,4.187,0.2,3.604,0.328,294999.0,T,13.1,10.93,2016.0,348.6573242927125,0.017308371,60.921333749770746,0.017941914,0.3525108629279101,0.020675004,4.5108510000000015,-3.965257584228084,0.023901006000000002,-2.150467235000974,0.02378337,0.89969295,8.919127,11.0107155,7.604649,3.4060664,2.0915880000000002,1.3144784,-70.87233,0.38131929999999997,111.43911048595068,0.2282611839008681,28.612392019925572,57.12519571002146,False,False,0.0,NOT_AVAILABLE,,,,,,,2503.106,2388.3728,2623.5232,2015.5,348.65732547151214,0.057254095219682326,60.92133411080618,0.05812235183629396,0.4415088628928739,0.06346456347873977,6.9567776,-3.6366785244543545,0.11479024318172533,-2.5464206290415485,0.11641897958253188,8.924357,11.026147,7.624052499999999,3.4020943999999997,2.1017895,1.3003049,-70.37081668558262,0.9420609721362588,2.187,1.8279,2.4926,1.1579101,2129.16601080517,1865.6945365437198,2474.8670058236,1119.50230507677,0.1816300721812248,0.015,0.3020587069970369,0.5192250976485014,2.758481,0.12901300000000002,11.992396206172025,0.10446326581103677,0.0995323323325145,1.9742399150133128,0.1816300721812248,3.422369927818776,0.3283428086619227,4.507774902351499,3.6677749023514985,-8.57002627835325,0.3445599714184851,0.3430971949456161,-5.81154527835325,0.367921089464721,0.36655155073816026,2.495561236440558,313.01217942429724,4.2446181113413015,3.5693739096150465,-9.036792381720833,2.6404844141630237,0.0395441542614162,-5.4025779342596865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRC,10.9,V, 11.100,V,    90.600000000000,,,,,,,SRC,AAVSO,III,Variable,,,,,,,,,,,Perseus Arm,Compilation-based Method,RedSG,Region B
IRC +60370,2014593550230928896 ,2014593550230928896,K2,"K0:Ia                     , M0I                       , K2Ia,  K0: Ia, K2   Ia","Skiff, Jura and Kleinmann 1990, Dorda 2018","Skiff, Jura and Kleimann 1990, Dorda 2018","0, 12, 5",4043.33,170.0,J22495897+6017567,342.495726,60.29910699999999,4.57,0.188,3.477,0.172,2.778,0.248,700197.0,0,\N,\N,2016.0,342.49566669048437,0.024235232000000002,60.29906188049639,0.024869505,0.3631641503645945,0.029008731,3.5948205,-3.0306077646204663,0.032794096,-1.933429926046272,0.03144069,1.057404,8.24966,10.4531555,6.8933663,3.5597892,2.203496,1.3562931999999999,-51.97584000000001,0.54210037,108.42561541779371,0.8937935802011527,23.838379874570172,58.895447090392935,False,False,0.0,VARIABLE,,,,,,,2552.775,2368.3298,2766.7427,2015.5,342.4956675135278,0.06783806637209504,60.299062201523064,0.06933607162508193,0.4789121743141492,0.0780398196471578,6.136767,-2.6549611012654304,0.12849331455511276,-2.160180180787929,0.12554224085426358,8.262146000000001,10.50864,7.0905679999999975,3.4180722,2.2464942999999997,1.1715779,-52.35527915705739,0.4045063913461748,2.0868,1.633,2.465,1.2725132,1985.65978314441,1704.77164127191,2371.31096876073,1207.584666577,0.2571303493379877,0.03943865328128241,0.4276189505294795,0.7350574116944648,2.5055168629999995,0.12901300000000002,12.035062690228404,0.1820077982108299,0.1568950114552628,2.7948951014998658,0.2571303493379877,2.5208696506620125,0.2511163223939081,3.834942588305536,2.741942588305536,-9.514193039566393,0.3101390752262529,0.2961004086322548,-7.008676176566392,0.3359026646979678,0.32298576773781884,2.6602568590864992,457.3586097704178,4.723470470626557,3.606739188113389,-8.870046032511398,2.6120959343036545,0.07067497051729985,-5.135184211549731,0.71999186,0.46821678,0.55320257,,,,,0.0015758961294409404,0.0006850933999999999,0.11735735,,LPV,,,,,,,,,,,,,,,,,,SR,10.78,g,  0.420,g,   603.000000000000,,,,,,,"LPV, SR","Gaia DR3, AAVSO","II, III",Variable,,,,,,,,,,,Perseus Arm,Compilation-based Method,RedSG,Region B
Cl* NGC 7419   BNSW      a,2014635606551385728 ,2014635606551385728,M0.5,"M2Iab                     , M0.5Ib, M0 Iab,  M2 Iab, M0.5 Ib","Skiff, Marco 2013, Beauchamp 1994, Dorda 2018","Skiff, Marco 2013, Beauchamp 1994, Dorda 2018","0, 39, 22, 5",3767.5,136.0,J22543044+6047505,343.62687200000005,60.79738199999999,6.148,0.024,4.799,0.033,4.234,0.016,159522.0,U,15.9,11.4,2016.0,343.62683246539495,0.02468792,60.79737482421909,0.026055314,0.344200005339107,0.030852709,3.7661328000000003,-3.293409534137898,0.032202475,-1.8268031022627635,0.03102648,0.94508284,10.611422,13.129995000000001,9.22674,3.9032555,2.5185738,1.3846817,-71.48456999999998,1.7809496,109.1449444521103,1.0946679580515744,25.275718395898327,58.82366454149157,False,False,0.0,NOT_AVAILABLE,,,,,,,2572.2405,2399.0337,2764.7312,2015.5,343.6268335257028,0.061038057496953985,60.797375078181936,0.0617139818185369,0.34584890977110205,0.07673508329756247,4.5070505,-3.0873252605735777,0.12695020848353905,-1.516764794051631,0.1113065935422862,10.6411295,13.138097,9.223881,3.914216,2.4969672999999997,1.4172487,-71.77254961291273,0.5557557791297142,0.214,0.0684,1.2086,1.0332431,2647.8681973491503,2174.86351014836,3354.44432092151,1214.3702740297501,0.3580058451803208,0.005784183100826261,0.595379286006403,1.02342975306983,2.71484425,0.1032104,12.051557859635535,0.16249967455938588,0.14622030379375514,3.8913678823947913,0.3580058451803208,3.8759941548196792,0.017013429229402403,5.12457024693017,3.77557024693017,-8.175563704815856,0.1633878851263159,0.14720677299527335,-5.460719454815856,0.1932562746050182,0.17978381652374034,2.412037368989832,258.2482391492494,4.104287781926344,3.576053260986669,-8.95242209005085,2.7441015604933656,0.0834832596135032,-5.59200469378662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,14.42,g,  0.140,g,   162.000000000000,,,,,,,SR,AAVSO,III,Variable,,,,,,,,,,,NGC 7419,Compilation-based Method,RedSG,Region B
Cl* NGC 7419   BNSW      c,2014636431182968704 ,2014636431182968704,M2,"M2Iab, M1.5 Iab,  M2 Iab","Skiff, Marco 2013, Beauchamp 1994","Skiff, Marco 2013, Beauchamp 1994","0, 39, 22",3660.0,170.0,J22542266+6048314,343.594432,60.80874300000001,5.726,0.018000000000000002,4.662,0.212,3.775,0.036000000000000004,243456.0,0,\N,\N,2016.0,343.5944117643619,0.026462773,60.80875723318901,0.027065039,0.3155214620487154,0.03238094,3.2586007,-2.767348793144266,0.035194088,-1.720540343067039,0.033529405,0.9248216,10.300376,12.974247,8.887175,4.0870724,2.673871,1.4132013,-62.85346,0.38217402,109.1356522667309,1.1117959545450091,25.27129393835456,58.84301493797938,False,False,0.0,NOT_AVAILABLE,,,,,,,2879.1506,2566.1187,3212.5073,2015.5,343.59441268050625,0.0552719038953742,60.80875748445655,0.0586768992863415,0.6058743912861447,0.06677612443224103,9.073219,-2.672875613404809,0.11300993451444498,-1.5941445597689348,0.10935558932176018,10.317778,12.951545,8.880984,4.0705605,2.6337671,1.4367933000000002,,,1.148,1.0453,1.4717,0.9465773000000001,1587.4125250602099,1429.86496417163,1782.80209434088,1216.27165663442,0.35548467958469393,0.0021682024122390733,0.5911864780049801,1.0162225079432012,2.796426,0.12901300000000002,12.296321910771756,0.251419594576744,0.2360905102179971,3.8639639085292816,0.35548467958469393,3.419515320415306,0.03606523397540129,4.709777492056799,3.645777492056799,-8.876806590356448,0.2539931369916021,0.2388292907427701,-6.08038059035645,0.2848804447620699,0.2714475718913224,2.561113947282469,364.0105302482572,4.35215223614258,3.5634810853944106,-9.038499255169528,2.9936711543338106,0.08974468291491586,-5.252542310628342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,13.41,g,  0.110,g,   552.000000000000,,,,,,,SR,AAVSO,III,Variable,,,,,,,,,,,NGC 7419,Compilation-based Method,RedSG,Region B
Cl* NGC 7419   BNSW      e,2014636534263938816 ,2014636534263938816,M1.5,"M1.5Iab, M1 Iab,  M3.5 I, M1.5 Iab","Skiff, Marco 2013, Beauchamp 1994, Dorda 2018","Skiff, Marco 2013, Beauchamp 1994, Dorda 2018","0, 39, 22, 5",3710.0,170.0,J22540122+6047417,343.505114,60.79493000000001,6.061,0.02,4.5139999999999985,0.036000000000000004,3.937,0.036000000000000004,209710.0,U,17.3,12.4,2016.0,343.5050578734948,0.03611846,60.79491530058546,0.035178714,0.3374176440314136,0.04273794,3.1179862000000003,-2.573131034730754,0.049022435999999996,-1.7609185812064068,0.043809585,0.9344543,10.944104,13.92089,9.535307000000001,4.3855830000000005,2.9767857,1.4087973,-66.24936,0.24682955,109.09037849559105,1.1183319285531967,25.19464604047859,58.86581973239084,False,False,2.0,NOT_AVAILABLE,,,,,,,2770.6765,2390.2488,3177.2827,2015.5,343.5050587302016,0.07217733558672873,60.794915543588885,0.07377610811861847,0.4385055458497261,0.0880006765268378,4.9829793,-2.4520366999980108,0.14841377071698236,-1.7265294914304747,0.1380786216806279,10.972548,13.892481,9.499811,4.3926697,2.9199333,1.4727364,-65.87567456609682,0.3352012286183393,0.858,0.706,1.0814,0.9871882,2156.6500684838697,1787.7559128156604,2701.75686747901,1217.71105319458,0.35548467958469393,0.0021682024122390733,0.5911864780049801,1.0162225079432012,2.758481,0.12901300000000002,12.212929105875206,0.3186709617085395,0.2981539903217604,3.8639639085292816,0.35548467958469393,3.5815153204153063,0.03606523397540129,5.044777492056799,3.497777492056797,-8.631413785459898,0.3207052898502703,0.3003273265064117,-5.8729327854598985,0.34568227768710663,0.3268651973145639,2.5078387378618867,321.9872966709666,4.26917311418396,3.5693739096150465,-8.968889439985933,2.8001620494670454,0.08587427817508418,-5.376795181274893,,,,,,,,,,,,,SB1,317.8256803284945,4.603022599999999,0.3170424165669856,0.11478628,-66.1586891534809,0.07510139,8192.0,,,,,,,,,,LC,13.85,V, 14.240,V,                   ,,,,,,,LC,AAVSO,III,Variable,Single Lined Spectroscopic binary model,Gaia DR3,II,Binary,,,,,,,NGC 7419,Compilation-based Method,RedSG,Region B
Cl* NGC 7419   BNSW      d,2014636671703465600 ,2014636671703465600,M3,"M2Iab                     , M3Iab/Ib, M1.5 Iab,  M2 Iab, M3   Iab-Ib","Skiff, Marco 2013, Beauchamp 1994, Dorda 2018","Skiff, Marco 2013, Beauchamp 1994, Dorda 2018","0, 39, 22, 5",3605.0,170.0,J22541609+6049289,343.567049,60.824695999999996,5.635,0.02,4.586,0.228,3.997,0.284,198436.0,U,16.1,10.4,2016.0,343.56702776470297,0.027699491,60.824713279359294,0.02766405,0.3529909568927513,0.033620834,3.4390159,-2.9171448367898734,0.0359755,-1.8212898379150828,0.033976965,0.9496049999999999,10.204417999999999,12.933878,8.792724,4.1411543,2.7294598,1.4116945,,,109.13057674184263,1.1319735495394223,25.276621797938727,58.86363755557194,False,False,0.0,NOT_AVAILABLE,,,,,,,2495.9814,2311.1077,2695.772,2015.5,343.5670287178492,0.07063788983869483,60.82471351337432,0.07424183905111986,0.6215011603313705,0.08481754512131245,7.3275070000000015,-2.9272109054959934,0.1445600839128662,-1.5529182096486518,0.1378799557325295,10.235617,12.945325,8.801785,4.1435394,2.7097082,1.4338312,-66.09750320631892,0.5720887936451302,1.189,1.0269,1.482,1.1644433,1556.63530979633,1366.2465207611199,1806.4475211992496,1218.41997905935,0.35548467958469393,0.0021682024122390733,0.5911864780049801,1.0162225079432012,2.8381655,0.12901300000000002,11.986206723346276,0.17381530791082767,0.16083779261944267,3.8639639085292816,0.35548467958469393,3.641515320415306,0.28400827646690235,4.618777492056799,3.569777492056799,-8.344691402930973,0.3329751677915881,0.326388566951104,-5.5065259029309725,0.3570949685095497,0.3509613238027736,2.459494642475299,288.06775130671883,4.12261036117239,3.556905269055448,-8.928013306686617,2.6759609431308244,0.08386883063913739,-5.452133636411577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NGC 7419,Compilation-based Method,RedSG,Region B
V* MY Cep,2014636804844397824 ,2014636804844397824,M7.5,"M7.5I, M7.5 I, M7-M7.5 I, M7.5 I,  M7.5 I, M7.5 I","Skiff, Fawley 1974, Kholopov et al. 1998, Marco 2013, Beauchamp 1994, Dorda 2016","Skiff, Fawley 1974, Rayner 2009, Marco 2013, Beauchamp 1994, Dorda 2016","0, 34, 10, 39, 22, 4",3025.0,212.5,J22543171+6049388,343.632139,60.827468999999994,4.583,0.28,2.98,0.242,2.138,0.278,1000000.0,U,18.3,13.2,2016.0,343.6320490370627,0.0583741,60.82748414155726,0.058180145999999995,0.3397852881141482,0.07076674,3.2397811,-2.6366822940917776,0.07565789,-1.8825748424045041,0.07113593,1.1436399,10.224578999999999,15.316312,8.589953999999999,6.7263575,5.0917330000000005,1.6346245000000001,,,109.1603262385616,1.120678183422927,25.32194127584407,58.842124792847024,False,False,0.0,VARIABLE,9.9948,9.9872,9.9987,5.3116,5.3078,5.3137,2690.6826,2272.0203,3201.8542,2015.5,343.6320500017536,0.1190508125660272,60.827484296022796,0.12494144114228188,0.9284444493867839,0.14040347725760471,6.612688499999999,-2.6348186608990245,0.2418076931386291,-1.7192477251843994,0.23402816849895325,10.268578999999999,15.375167999999999,8.597429,6.7777386,5.1065892999999996,1.6711493000000002,,,,,,1.1048037,1070.88972702535,919.361880644085,1280.44828847114,1216.7642476780302,0.3580058451803208,0.0029189030161666817,0.595379286006403,1.02342975306983,3.2783275,0.16126625,12.149312351326165,0.4125328739734228,0.3378747212155825,3.8913678823947913,0.3580058451803208,1.7799941548196792,0.2780153233093777,3.5595702469301704,1.95657024693017,-10.369318196506493,0.4974694886157238,0.4375521080183769,-7.090990696506487,0.5229557299548904,0.4663246193590768,2.928747381324321,848.6866707679781,4.756396278602597,3.480725378988488,-8.96553067412699,2.7794711895225954,0.08558119314730836,-4.3067251156880095,,,,,,,,,,,,VARIABLE,,,,,,,,,,,MIRA_SR,,,,,0.0012058875582013776,0.001979699508560761,SRC,14.4,V, 15.300,V,                   ,J225431.71+604939.0,14.94,1.56,NON PERIODIC,L,0.988,"VARIABLE, MIRA_SR, L, SRC","Gaia DR3, Gaia DR2, ASAS-SN, AAVSO","II, I, IV, III",Variable,,,,,,,,,,,NGC 7419,Compilation-based Method within error,RedSG,Region D
IRAS 22590+6046,2014698686730214400 ,2014698686730214400,M2,"M2Iab, M2   Iab","Skiff, Dorda 2018","Skiff, Dorda 2018","0, 5",3660.0,170.0,J23010671+6102523,345.277973,61.047878000000004,5.012,0.055999999999999994,3.825,0.036000000000000004,2.92,0.28600000000000003,573350.0,U,14.1,9.7,2016.0,345.2777222474933,0.023217456,61.047815853107394,0.022575807000000003,0.22327075018390666,0.027767641000000003,3.1970222,-2.6336958364746432,0.029585492,-1.812345795562762,0.025679696000000002,0.92398363,9.0924635,11.338972,7.742319599999999,3.5966525000000003,2.2465086,1.3501439,-67.210915,0.43251568,109.97793542952844,0.9817846143555642,26.672789439787003,58.40293658174942,False,False,0.0,NOT_AVAILABLE,,,,,,,3739.0059,3360.075,4184.7324,2015.5,345.27772304257445,0.06533961604960352,61.047816115110976,0.05819805977690616,0.1816505317012685,0.07702179677134037,2.3584301,-2.5838965376543768,0.11777271585164475,-1.6819737103521293,0.0982352725947131,9.106691,11.355834,7.7632594,3.5925746,2.2491426,1.343432,-68.27504712189848,0.8399963471831977,,,,1.1423261999999998,4080.1321730409295,3139.7511305526696,5566.2252261225085,1192.0311123153801,0.2823708172021866,0.009419466698307056,0.4695949459992886,0.8072122274366856,2.796426,0.12901300000000002,12.863780752269387,0.2588609975021029,0.22006865366624992,3.069248013067245,0.2823708172021866,2.6376291827978133,0.2861550739596985,4.204787772563314,3.0177877725633144,-10.226151569471575,0.38586751920920254,0.3609916047214345,-7.429725569471575,0.4068637321630724,0.3833527003274614,2.830982943105494,677.6148937962843,4.891890227788631,3.5634810853944106,-9.529727465271938,4.208731079220471,0.10652836774115756,-4.685817419399988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRC,12.595999999999998,g,  0.346,g,   144.439199200000,J230106.62+610251.6,11.27,0.14,94.8747407  ,SR,0.998,"SR, SRC","ASAS-SN, AAVSO","IV, III",Variable,,,,,,,,,,,Perseus Arm,Compilation-based Method,RedSG,Region A
IRAS 23048+6017,2014800361496904960 ,2014800361496904960,M0.5,"M0.5Iab, M0.5 Iab","Skiff, Dorda 2018","Skiff, Dorda 2018","0, 5",3767.5,136.0,J23065484+6033260,346.728539,60.557247,5.291,0.037000000000000005,4.243,0.17,3.772,0.264,280298.0,T,13.27,10.88,2016.0,346.7285043232157,0.016755836,60.55740921794632,0.019223401,0.32553951476391474,0.020674597,4.1731157,-3.601671242874624,0.021531539,-2.1078093468642,0.024794273,0.8848215,9.041813000000001,10.92079,7.766812,3.1539778999999997,1.8789768,1.275001,-65.27772,0.19955868,110.4287699237182,0.24823957619184456,26.91465913861105,57.55154495033136,False,False,0.0,NOT_AVAILABLE,,,,,,,2733.7356,2602.8997,2893.6829,2015.5,346.7285054386296,0.044391193412494506,60.557409501518094,0.057100266862934526,0.4906579788791906,0.0556209616769142,8.821458,-3.480726293180467,0.09423760164576507,-1.926228815970341,0.1054725546696618,9.041051,10.935203999999999,7.773289,3.1619143,1.8941526000000002,1.2677617,-65.00084872968387,0.3778146304421349,2.1063,1.6380000000000001,2.5269999999999997,1.1408905,1930.578587557169,1737.47161037107,2170.23419440078,1123.1088785881,0.20922907100058533,0.015,0.34795704199010385,0.5981222355777602,2.71484425,0.1032104,12.183782541989766,0.12705001497826618,0.10392612475918607,2.2742290326150583,0.20922907100058533,3.5627709289994143,0.2644257929930437,4.69287776442224,3.64487776442224,-8.62101161299035,0.2933644598549348,0.28411553883492874,-5.90616736299035,0.3109905030288508,0.3022813690514549,2.5011269506247302,317.049410936903,4.28246694519614,3.576053260986669,-9.072099151995436,2.8786008621860506,0.041662246938736526,-5.404916572353335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,11.98,g,  0.200,g,   576.000000000000,,,,,,,SR,AAVSO,III,Variable,,,,,,,,,,,Perseus Arm,Compilation-based Method,RedSG,Region B
